txn_id,date,description,amount,account_type
889,2025-03-15,SALARY DEPOSIT,-15.43,Credit Card
890,2025-11-09,SALARY DEPOSIT,-25.32,Credit Card
891,2025-09-09,STARBUCKS COFFEE #123,-44.26,Checking
892,2025-04-01,NETFLIX.COM,-82.51,Checking
893,2025-05-16,STARBUCKS COFFEE #123,-36.83,Credit Card
894,2025-11-20,STARBUCKS COFFEE #123,-59.58,Checking
895,2025-07-19,APARTMENT RENT,-25.8,Checking
896,2025-11-19,WALMART GROCERY,-65.43,Credit Card
897,2025-09-25,AMAZON MKTPLACE,-95.96,Credit Card
898,2025-04-27,DUNKIN DONUTS STORE 44,-64.24,Credit Card
899,2025-07-20,NETFLIX.COM,-38.55,Checking
900,2025-04-09,AMAZON MKTPLACE,-90.8,Credit Card
901,2025-07-29,STARBUCKS COFFEE #123,-73.84,Credit Card
902,2025-12-14,APARTMENT RENT,-57.77,Checking
903,2025-12-09,APARTMENT RENT,-19.91,Credit Card
904,2025-02-18,SALARY DEPOSIT,-96.87,Checking
905,2025-04-23,DUNKIN DONUTS STORE 44,-18.44,Credit Card
906,2025-02-25,AMAZON MKTPLACE,-82.55,Credit Card
907,2025-12-10,SALARY DEPOSIT,-96.72,Credit Card
908,2025-11-19,WALMART GROCERY,-12.41,Credit Card
909,2025-04-12,APARTMENT RENT,-34.88,Credit Card
910,2025-12-26,SALARY DEPOSIT,-55.29,Credit Card
911,2025-04-06,WALMART GROCERY,-39.88,Checking
912,2025-04-07,SALARY DEPOSIT,-12.87,Credit Card
913,2025-04-08,WALMART GROCERY,-25.82,Checking
914,2025-11-12,DUNKIN DONUTS STORE 44,-5.1,Credit Card
915,2025-06-12,STARBUCKS COFFEE #123,-82.7,Credit Card
916,2025-01-12,WALMART GROCERY,-10.08,Checking
917,2025-12-14,STARBUCKS COFFEE #123,-93.26,Checking
918,2025-08-27,STARBUCKS COFFEE #123,-5.11,Credit Card
919,2025-08-03,STARBUCKS COFFEE #123,-96.54,Checking
920,2025-08-12,AMAZON MKTPLACE,-26.73,Credit Card
921,2025-10-08,NETFLIX.COM,-28.28,Checking
922,2025-07-23,NETFLIX.COM,-47.11,Credit Card
923,2025-12-09,DUNKIN DONUTS STORE 44,-61.53,Checking
924,2025-10-30,APARTMENT RENT,-67.04,Checking
925,2025-09-22,APARTMENT RENT,-36.64,Credit Card
926,2025-04-24,DUNKIN DONUTS STORE 44,-21.44,Checking
927,2025-10-09,AMAZON MKTPLACE,-28.19,Credit Card
928,2025-04-14,DUNKIN DONUTS STORE 44,-79.94,Credit Card
929,2025-11-24,STARBUCKS COFFEE #123,-48.02,Credit Card
930,2025-05-26,NETFLIX.COM,-35.61,Credit Card
931,2025-01-15,DUNKIN DONUTS STORE 44,-56.58,Checking
932,2025-05-31,APARTMENT RENT,-28.39,Credit Card
933,2025-01-02,DUNKIN DONUTS STORE 44,-42.49,Credit Card
934,2025-04-02,DUNKIN DONUTS STORE 44,-6.25,Checking
935,2025-08-21,WALMART GROCERY,-35.47,Credit Card
936,2025-02-19,NETFLIX.COM,-88.38,Credit Card
937,2025-03-21,APARTMENT RENT,-29.67,Credit Card
938,2025-02-18,DUNKIN DONUTS STORE 44,-87.14,Credit Card
939,2025-12-06,DUNKIN DONUTS STORE 44,-57.34,Checking
940,2025-12-20,NETFLIX.COM,-9.84,Checking
941,2025-06-04,APARTMENT RENT,-79.56,Credit Card
942,2025-02-28,STARBUCKS COFFEE #123,-97.72,Credit Card
943,2025-01-27,SALARY DEPOSIT,-79.77,Checking
944,2025-07-01,DUNKIN DONUTS STORE 44,-17.94,Checking
945,2025-10-28,SALARY DEPOSIT,-21.33,Checking
946,2025-11-25,DUNKIN DONUTS STORE 44,-12.54,Credit Card
947,2025-04-07,SALARY DEPOSIT,-91.95,Credit Card
948,2025-04-13,SALARY DEPOSIT,-79.0,Checking
949,2025-08-03,SALARY DEPOSIT,-8.6,Checking
950,2025-06-14,STARBUCKS COFFEE #123,-92.77,Credit Card
951,2025-10-02,WALMART GROCERY,-34.87,Credit Card
952,2025-10-13,WALMART GROCERY,-44.18,Credit Card
953,2025-09-17,NETFLIX.COM,-12.39,Credit Card
954,2025-03-03,APARTMENT RENT,-54.93,Credit Card
955,2025-09-30,APARTMENT RENT,-86.1,Credit Card
956,2025-12-17,SALARY DEPOSIT,-39.82,Checking
957,2025-08-20,AMAZON MKTPLACE,-92.0,Checking
958,2025-10-29,WALMART GROCERY,-62.16,Checking
959,2025-07-06,SALARY DEPOSIT,-53.66,Checking
960,2025-11-12,DUNKIN DONUTS STORE 44,-50.69,Checking
961,2025-06-18,APARTMENT RENT,-93.78,Checking
962,2025-08-05,SALARY DEPOSIT,-34.83,Credit Card
963,2025-08-26,STARBUCKS COFFEE #123,-18.32,Checking
964,2025-06-24,AMAZON MKTPLACE,-25.86,Checking
965,2025-02-09,AMAZON MKTPLACE,-76.75,Checking
966,2025-07-28,AMAZON MKTPLACE,-43.21,Checking
967,2025-01-19,SALARY DEPOSIT,-16.8,Credit Card
968,2025-12-24,DUNKIN DONUTS STORE 44,-58.12,Checking
969,2025-05-08,STARBUCKS COFFEE #123,-30.58,Credit Card
970,2025-08-08,SALARY DEPOSIT,-49.65,Checking
971,2025-04-07,STARBUCKS COFFEE #123,-8.76,Credit Card
972,2025-02-19,APARTMENT RENT,-79.59,Credit Card
973,2025-09-22,DUNKIN DONUTS STORE 44,-5.14,Checking
974,2025-12-19,DUNKIN DONUTS STORE 44,-32.02,Credit Card
975,2025-07-16,AMAZON MKTPLACE,-37.69,Credit Card
976,2025-08-25,DUNKIN DONUTS STORE 44,-23.01,Credit Card
977,2025-11-18,AMAZON MKTPLACE,-38.61,Credit Card
978,2025-05-09,APARTMENT RENT,-58.46,Credit Card
979,2025-10-23,NETFLIX.COM,-15.36,Credit Card
980,2025-03-29,AMAZON MKTPLACE,-59.86,Credit Card
981,2025-06-23,SALARY DEPOSIT,-21.79,Credit Card
982,2025-08-03,AMAZON MKTPLACE,-13.83,Checking
983,2025-04-04,APARTMENT RENT,-8.07,Credit Card
984,2025-09-29,STARBUCKS COFFEE #123,-94.73,Checking
985,2025-05-10,APARTMENT RENT,-72.78,Credit Card
986,2025-03-31,DUNKIN DONUTS STORE 44,-22.64,Checking
987,2025-10-30,AMAZON MKTPLACE,-94.05,Credit Card
988,2025-09-07,NETFLIX.COM,-77.3,Checking
989,2025-08-05,APARTMENT RENT,-26.23,Credit Card
990,2025-03-14,NETFLIX.COM,-43.71,Credit Card
991,2025-01-20,APARTMENT RENT,-35.03,Checking
992,2025-12-31,NETFLIX.COM,-33.26,Credit Card
993,2025-06-06,STARBUCKS COFFEE #123,-42.0,Credit Card
994,2025-11-03,AMAZON MKTPLACE,-13.88,Credit Card
995,2025-05-08,STARBUCKS COFFEE #123,-22.72,Checking
996,2025-04-30,STARBUCKS COFFEE #123,-51.47,Checking
997,2025-12-02,STARBUCKS COFFEE #123,-17.69,Checking
998,2025-02-03,STARBUCKS COFFEE #123,-92.63,Credit Card
999,2025-09-02,DUNKIN DONUTS STORE 44,-33.77,Checking
1000,2025-08-15,SALARY DEPOSIT,-53.15,Checking
1001,2025-06-02,WALMART GROCERY,-65.88,Credit Card
1002,2025-07-13,STARBUCKS COFFEE #123,-54.69,Checking
1003,2025-07-12,WALMART GROCERY,-54.9,Checking
1004,2025-01-26,APARTMENT RENT,-27.36,Checking
1005,2025-02-15,NETFLIX.COM,-34.0,Credit Card
1006,2025-01-10,SALARY DEPOSIT,-98.16,Credit Card
1007,2025-08-02,DUNKIN DONUTS STORE 44,-98.0,Credit Card
1008,2025-09-17,WALMART GROCERY,-15.09,Credit Card
1009,2025-11-20,AMAZON MKTPLACE,-55.2,Checking
1010,2025-04-08,NETFLIX.COM,-93.28,Checking
1011,2025-06-12,SALARY DEPOSIT,-60.16,Credit Card
1012,2025-01-01,AMAZON MKTPLACE,-29.42,Checking
1013,2025-04-29,AMAZON MKTPLACE,-36.76,Credit Card
1014,2025-02-25,DUNKIN DONUTS STORE 44,-93.87,Checking
1015,2025-06-19,SALARY DEPOSIT,-16.08,Checking
1016,2025-11-05,SALARY DEPOSIT,-70.21,Credit Card
1017,2025-04-21,NETFLIX.COM,-24.74,Credit Card
1018,2025-10-29,AMAZON MKTPLACE,-93.63,Checking
1019,2025-10-17,SALARY DEPOSIT,-8.85,Credit Card
1020,2025-04-03,NETFLIX.COM,-40.35,Credit Card
1021,2025-01-18,DUNKIN DONUTS STORE 44,-71.1,Credit Card
1022,2025-08-15,STARBUCKS COFFEE #123,-47.9,Credit Card
1023,2025-03-15,AMAZON MKTPLACE,-26.42,Credit Card
1024,2025-05-06,STARBUCKS COFFEE #123,-43.52,Credit Card
1025,2025-02-08,WALMART GROCERY,-55.61,Credit Card
1026,2025-06-17,AMAZON MKTPLACE,-70.1,Credit Card
1027,2025-12-21,WALMART GROCERY,-72.46,Checking
1028,2025-08-25,DUNKIN DONUTS STORE 44,-45.03,Credit Card
1029,2025-05-28,STARBUCKS COFFEE #123,-92.28,Checking
1030,2025-08-16,WALMART GROCERY,-13.1,Credit Card
1031,2025-01-15,STARBUCKS COFFEE #123,-45.52,Credit Card
1032,2025-02-05,DUNKIN DONUTS STORE 44,-39.77,Credit Card
1033,2025-04-01,DUNKIN DONUTS STORE 44,-76.52,Checking
1034,2025-09-03,AMAZON MKTPLACE,-87.18,Credit Card
1035,2025-01-03,APARTMENT RENT,-96.58,Credit Card
1036,2025-05-06,SALARY DEPOSIT,-82.11,Checking
1037,2025-05-25,SALARY DEPOSIT,-45.42,Credit Card
1038,2025-05-10,APARTMENT RENT,-33.03,Credit Card
1039,2025-10-04,WALMART GROCERY,-51.17,Checking
1040,2025-04-30,APARTMENT RENT,-13.03,Credit Card
1041,2025-04-05,SALARY DEPOSIT,-46.02,Credit Card
1042,2025-10-07,WALMART GROCERY,-43.7,Credit Card
1043,2025-08-07,SALARY DEPOSIT,-62.66,Credit Card
1044,2025-02-09,APARTMENT RENT,-82.99,Credit Card
1045,2025-06-28,STARBUCKS COFFEE #123,-34.73,Checking
1046,2025-04-23,STARBUCKS COFFEE #123,-47.59,Checking
1047,2025-04-28,SALARY DEPOSIT,-39.23,Credit Card
1048,2025-10-13,STARBUCKS COFFEE #123,-78.63,Checking
1049,2025-08-11,WALMART GROCERY,-60.6,Checking
1050,2025-12-27,STARBUCKS COFFEE #123,-80.69,Checking
1051,2025-03-23,AMAZON MKTPLACE,-72.35,Checking
1052,2025-04-19,AMAZON MKTPLACE,-65.31,Credit Card
1053,2025-12-13,WALMART GROCERY,-12.23,Credit Card
1054,2025-05-29,DUNKIN DONUTS STORE 44,-17.71,Credit Card
1055,2025-04-24,DUNKIN DONUTS STORE 44,-44.83,Credit Card
1056,2025-02-15,DUNKIN DONUTS STORE 44,-36.54,Checking
1057,2025-04-21,APARTMENT RENT,-75.2,Checking
1058,2025-10-04,APARTMENT RENT,-56.36,Credit Card
1059,2025-12-31,SALARY DEPOSIT,-73.36,Credit Card
1060,2025-01-30,WALMART GROCERY,-80.07,Credit Card
1061,2025-10-24,STARBUCKS COFFEE #123,-46.61,Checking
1062,2025-04-01,NETFLIX.COM,-24.91,Credit Card
1063,2025-02-17,STARBUCKS COFFEE #123,-87.83,Checking
1064,2025-05-11,NETFLIX.COM,-52.75,Credit Card
1065,2025-10-18,SALARY DEPOSIT,-92.32,Checking
1066,2025-02-04,NETFLIX.COM,-55.32,Credit Card
1067,2025-02-23,AMAZON MKTPLACE,-25.98,Credit Card
1068,2025-10-15,SALARY DEPOSIT,-8.89,Credit Card
1069,2025-03-22,WALMART GROCERY,-46.39,Credit Card
1070,2025-06-02,DUNKIN DONUTS STORE 44,-18.45,Credit Card
1071,2025-03-31,WALMART GROCERY,-65.65,Checking
1072,2025-08-27,SALARY DEPOSIT,-5.23,Credit Card
1073,2025-03-08,WALMART GROCERY,-20.43,Credit Card
1074,2025-06-08,WALMART GROCERY,-49.68,Credit Card
1075,2025-07-12,STARBUCKS COFFEE #123,-93.56,Credit Card
1076,2025-04-09,SALARY DEPOSIT,-41.74,Credit Card
1077,2025-04-25,WALMART GROCERY,-57.93,Checking
1078,2025-02-25,AMAZON MKTPLACE,-18.19,Checking
1079,2025-09-29,SALARY DEPOSIT,-6.8,Checking
1080,2025-07-11,WALMART GROCERY,-54.39,Checking
1081,2025-04-10,WALMART GROCERY,-27.08,Checking
1082,2025-08-21,APARTMENT RENT,-76.19,Credit Card
1083,2025-08-31,DUNKIN DONUTS STORE 44,-6.62,Checking
1084,2025-05-21,WALMART GROCERY,-13.05,Checking
1085,2025-11-24,DUNKIN DONUTS STORE 44,-14.48,Credit Card
1086,2025-10-09,APARTMENT RENT,-15.78,Checking
1087,2025-11-11,WALMART GROCERY,-17.64,Credit Card
1088,2025-05-22,STARBUCKS COFFEE #123,-42.81,Checking
1089,2025-02-05,WALMART GROCERY,-89.95,Checking
1090,2025-04-12,AMAZON MKTPLACE,-86.67,Credit Card
1091,2025-06-12,NETFLIX.COM,-84.63,Credit Card
1092,2025-09-08,STARBUCKS COFFEE #123,-18.91,Checking
1093,2025-10-16,STARBUCKS COFFEE #123,-59.27,Checking
1094,2025-12-12,SALARY DEPOSIT,-25.55,Credit Card
1095,2025-12-15,DUNKIN DONUTS STORE 44,-45.55,Credit Card
1096,2025-01-29,STARBUCKS COFFEE #123,-74.89,Credit Card
1097,2025-02-07,DUNKIN DONUTS STORE 44,-69.11,Checking
1098,2025-08-03,NETFLIX.COM,-36.89,Checking
1099,2025-07-21,DUNKIN DONUTS STORE 44,-8.65,Credit Card
1100,2025-12-27,NETFLIX.COM,-10.6,Checking
1101,2025-01-10,AMAZON MKTPLACE,-35.86,Credit Card
1102,2025-03-20,NETFLIX.COM,-62.49,Credit Card
1103,2025-10-15,DUNKIN DONUTS STORE 44,-21.09,Checking
1104,2025-06-10,WALMART GROCERY,-77.54,Checking
1105,2025-01-31,WALMART GROCERY,-93.59,Credit Card
1106,2025-09-11,STARBUCKS COFFEE #123,-16.24,Credit Card
1107,2025-08-19,DUNKIN DONUTS STORE 44,-31.81,Credit Card
1108,2025-02-14,NETFLIX.COM,-68.22,Credit Card
1109,2025-06-16,STARBUCKS COFFEE #123,-54.35,Credit Card
1110,2025-06-25,WALMART GROCERY,-46.21,Credit Card
1111,2025-02-28,STARBUCKS COFFEE #123,-26.94,Credit Card
1112,2025-11-25,NETFLIX.COM,-55.61,Checking
1113,2025-09-15,WALMART GROCERY,-89.38,Credit Card
1114,2025-06-21,AMAZON MKTPLACE,-82.91,Checking
1115,2025-11-07,DUNKIN DONUTS STORE 44,-27.98,Credit Card
1116,2025-01-27,NETFLIX.COM,-75.49,Checking
1117,2025-12-22,NETFLIX.COM,-33.51,Credit Card
1118,2025-02-20,STARBUCKS COFFEE #123,-80.72,Credit Card
1119,2025-07-12,APARTMENT RENT,-39.79,Credit Card
1120,2025-10-13,NETFLIX.COM,-75.59,Credit Card
1121,2025-02-13,WALMART GROCERY,-55.76,Credit Card
1122,2025-06-19,STARBUCKS COFFEE #123,-22.92,Checking
1123,2025-10-29,APARTMENT RENT,-98.58,Credit Card
1124,2025-02-07,STARBUCKS COFFEE #123,-53.96,Checking
1125,2025-12-09,APARTMENT RENT,-42.15,Credit Card
1126,2025-01-26,AMAZON MKTPLACE,-98.74,Checking
1127,2025-12-16,SALARY DEPOSIT,-16.86,Checking
1128,2025-04-05,NETFLIX.COM,-39.91,Credit Card
1129,2025-12-18,NETFLIX.COM,-85.05,Checking
1130,2025-03-18,STARBUCKS COFFEE #123,-81.72,Checking
1131,2025-12-17,STARBUCKS COFFEE #123,-34.96,Checking
1132,2025-06-28,DUNKIN DONUTS STORE 44,-48.51,Credit Card
1133,2025-11-03,DUNKIN DONUTS STORE 44,-44.46,Checking
1134,2025-07-08,SALARY DEPOSIT,-53.18,Checking
1135,2025-03-24,NETFLIX.COM,-36.42,Checking
1136,2025-12-20,SALARY DEPOSIT,-67.31,Checking
1137,2025-01-17,STARBUCKS COFFEE #123,-32.46,Checking
1138,2025-09-15,STARBUCKS COFFEE #123,-9.16,Credit Card
1139,2025-06-24,DUNKIN DONUTS STORE 44,-17.63,Credit Card
1140,2025-03-30,NETFLIX.COM,-66.67,Credit Card
1141,2025-10-08,WALMART GROCERY,-91.79,Credit Card
1142,2025-11-24,DUNKIN DONUTS STORE 44,-37.05,Credit Card
1143,2025-06-17,AMAZON MKTPLACE,-25.69,Credit Card
1144,2025-12-10,SALARY DEPOSIT,-35.16,Credit Card
1145,2025-11-24,DUNKIN DONUTS STORE 44,-69.98,Credit Card
1146,2025-12-29,NETFLIX.COM,-26.73,Credit Card
1147,2025-12-08,DUNKIN DONUTS STORE 44,-21.36,Checking
1148,2025-02-01,WALMART GROCERY,-45.61,Credit Card
1149,2025-01-06,STARBUCKS COFFEE #123,-33.0,Credit Card
1150,2025-12-04,WALMART GROCERY,-7.32,Checking
1151,2025-03-27,AMAZON MKTPLACE,-5.31,Checking
1152,2025-11-29,NETFLIX.COM,-37.76,Checking
1153,2025-01-06,WALMART GROCERY,-25.82,Checking
1154,2025-03-22,STARBUCKS COFFEE #123,-46.99,Checking
1155,2025-05-28,APARTMENT RENT,-59.19,Checking
1156,2025-03-31,STARBUCKS COFFEE #123,-88.59,Credit Card
1157,2025-08-09,DUNKIN DONUTS STORE 44,-78.24,Credit Card
1158,2025-07-20,STARBUCKS COFFEE #123,-17.92,Checking
1159,2025-01-26,NETFLIX.COM,-61.65,Credit Card
1160,2025-06-03,APARTMENT RENT,-54.97,Checking
1161,2025-12-02,NETFLIX.COM,-56.73,Checking
1162,2025-12-29,STARBUCKS COFFEE #123,-8.6,Credit Card
1163,2025-08-11,NETFLIX.COM,-79.52,Credit Card
1164,2025-09-01,AMAZON MKTPLACE,-74.34,Checking
1165,2025-01-27,DUNKIN DONUTS STORE 44,-60.56,Checking
1166,2025-05-11,STARBUCKS COFFEE #123,-19.54,Checking
1167,2025-06-06,APARTMENT RENT,-6.43,Checking
1168,2025-04-25,SALARY DEPOSIT,-97.5,Credit Card
1169,2025-07-24,DUNKIN DONUTS STORE 44,-23.2,Checking
1170,2025-04-17,NETFLIX.COM,-55.72,Credit Card
1171,2025-12-13,SALARY DEPOSIT,-57.64,Credit Card
1172,2025-02-12,STARBUCKS COFFEE #123,-13.35,Checking
1173,2025-02-26,WALMART GROCERY,-82.25,Credit Card
1174,2025-04-20,WALMART GROCERY,-84.32,Checking
1175,2025-06-02,DUNKIN DONUTS STORE 44,-46.55,Checking
1176,2025-07-10,DUNKIN DONUTS STORE 44,-86.41,Checking
1177,2025-03-22,NETFLIX.COM,-63.93,Credit Card
1178,2025-10-15,WALMART GROCERY,-63.22,Credit Card
1179,2025-08-03,AMAZON MKTPLACE,-86.4,Credit Card
1180,2025-02-23,AMAZON MKTPLACE,-97.04,Credit Card
1181,2025-03-06,DUNKIN DONUTS STORE 44,-55.3,Checking
1182,2025-10-01,STARBUCKS COFFEE #123,-20.57,Checking
1183,2025-09-10,SALARY DEPOSIT,-46.17,Checking
1184,2025-02-03,SALARY DEPOSIT,-36.54,Checking
1185,2025-04-16,SALARY DEPOSIT,-85.56,Credit Card
1186,2025-03-03,SALARY DEPOSIT,-11.8,Credit Card
1187,2025-01-28,APARTMENT RENT,-46.17,Checking
1188,2025-03-10,AMAZON MKTPLACE,-23.05,Credit Card
1189,2025-05-11,STARBUCKS COFFEE #123,-93.7,Credit Card
1190,2025-11-10,AMAZON MKTPLACE,-53.28,Credit Card
1191,2025-10-08,APARTMENT RENT,-85.28,Checking
1192,2025-06-10,DUNKIN DONUTS STORE 44,-16.43,Checking
1193,2025-11-28,APARTMENT RENT,-96.83,Credit Card
1194,2025-05-11,STARBUCKS COFFEE #123,-14.28,Credit Card
1195,2025-11-15,NETFLIX.COM,-58.38,Credit Card
1196,2025-04-14,NETFLIX.COM,-17.82,Credit Card
1197,2025-12-22,NETFLIX.COM,-36.64,Credit Card
1198,2025-11-24,AMAZON MKTPLACE,-87.97,Checking
1199,2025-05-03,STARBUCKS COFFEE #123,-73.05,Credit Card
1200,2025-07-08,STARBUCKS COFFEE #123,-45.58,Credit Card
1201,2025-02-18,APARTMENT RENT,-16.07,Credit Card
1202,2025-02-23,DUNKIN DONUTS STORE 44,-98.17,Credit Card
1203,2025-01-10,WALMART GROCERY,-36.95,Checking
1204,2025-07-14,SALARY DEPOSIT,-38.95,Checking
1205,2025-05-25,STARBUCKS COFFEE #123,-15.91,Credit Card
1206,2025-08-03,DUNKIN DONUTS STORE 44,-99.85,Checking
1207,2025-06-21,DUNKIN DONUTS STORE 44,-6.57,Checking
1208,2025-01-07,AMAZON MKTPLACE,-86.98,Checking
1209,2025-03-08,AMAZON MKTPLACE,-93.46,Credit Card
1210,2025-01-06,SALARY DEPOSIT,-74.68,Checking
1211,2025-04-04,WALMART GROCERY,-92.4,Credit Card
1212,2025-06-02,NETFLIX.COM,-15.68,Checking
1213,2025-01-14,NETFLIX.COM,-9.13,Checking
1214,2025-05-29,SALARY DEPOSIT,-94.78,Checking
1215,2025-03-13,STARBUCKS COFFEE #123,-78.8,Credit Card
1216,2025-01-26,WALMART GROCERY,-68.99,Credit Card
1217,2025-07-02,APARTMENT RENT,-64.01,Credit Card
1218,2025-03-06,WALMART GROCERY,-17.6,Checking
1219,2025-04-24,STARBUCKS COFFEE #123,-18.97,Credit Card
1220,2025-03-17,AMAZON MKTPLACE,-40.95,Checking
1221,2025-07-09,AMAZON MKTPLACE,-53.93,Checking
1222,2025-09-04,STARBUCKS COFFEE #123,-66.96,Credit Card
1223,2025-03-11,AMAZON MKTPLACE,-38.91,Checking
1224,2025-10-05,APARTMENT RENT,-90.51,Checking
1225,2025-12-04,WALMART GROCERY,-10.05,Checking
1226,2025-08-09,APARTMENT RENT,-31.82,Checking
1227,2025-07-03,STARBUCKS COFFEE #123,-76.12,Checking
1228,2025-09-19,APARTMENT RENT,-10.15,Checking
1229,2025-07-15,AMAZON MKTPLACE,-99.9,Checking
1230,2025-11-28,STARBUCKS COFFEE #123,-59.05,Checking
1231,2025-03-29,APARTMENT RENT,-22.35,Checking
1232,2025-03-09,APARTMENT RENT,-16.22,Checking
1233,2025-12-19,STARBUCKS COFFEE #123,-44.44,Checking
1234,2025-07-23,WALMART GROCERY,-6.81,Checking
1235,2025-10-23,SALARY DEPOSIT,-93.08,Checking
1236,2025-10-09,DUNKIN DONUTS STORE 44,-50.75,Credit Card
1237,2025-07-20,NETFLIX.COM,-76.55,Checking
1238,2025-06-03,DUNKIN DONUTS STORE 44,-9.11,Credit Card
1239,2025-03-13,SALARY DEPOSIT,-86.88,Checking
1240,2025-08-11,NETFLIX.COM,-56.17,Credit Card
1241,2025-10-23,APARTMENT RENT,-93.3,Credit Card
1242,2025-02-13,WALMART GROCERY,-48.01,Checking
1243,2025-04-28,AMAZON MKTPLACE,-66.51,Credit Card
1244,2025-11-13,STARBUCKS COFFEE #123,-98.39,Credit Card
1245,2025-11-06,WALMART GROCERY,-11.72,Credit Card
1246,2025-04-13,NETFLIX.COM,-66.05,Credit Card
1247,2025-12-04,SALARY DEPOSIT,-29.17,Credit Card
1248,2025-01-26,STARBUCKS COFFEE #123,-48.4,Checking
1249,2025-05-23,SALARY DEPOSIT,-86.62,Credit Card
1250,2025-09-04,APARTMENT RENT,-34.66,Checking
1251,2025-04-02,APARTMENT RENT,-73.8,Checking
1252,2025-12-19,APARTMENT RENT,-65.26,Checking
1253,2025-11-01,SALARY DEPOSIT,-10.61,Credit Card
1254,2025-11-11,SALARY DEPOSIT,-22.18,Credit Card
1255,2025-07-10,DUNKIN DONUTS STORE 44,-85.25,Checking
1256,2025-10-16,WALMART GROCERY,-79.3,Checking
1257,2025-08-08,NETFLIX.COM,-25.5,Checking
1258,2025-06-24,DUNKIN DONUTS STORE 44,-87.81,Credit Card
1259,2025-02-20,WALMART GROCERY,-61.34,Checking
1260,2025-06-09,DUNKIN DONUTS STORE 44,-11.38,Checking
1261,2025-03-12,SALARY DEPOSIT,-85.63,Checking
1262,2025-12-08,DUNKIN DONUTS STORE 44,-31.0,Credit Card
1263,2025-07-18,WALMART GROCERY,-91.04,Checking
1264,2025-02-26,APARTMENT RENT,-18.64,Checking
1265,2025-10-02,WALMART GROCERY,-78.83,Checking
1266,2025-12-24,APARTMENT RENT,-92.05,Credit Card
1267,2025-05-30,SALARY DEPOSIT,-58.08,Checking
1268,2025-06-17,STARBUCKS COFFEE #123,-21.14,Checking
1269,2025-02-23,AMAZON MKTPLACE,-29.73,Credit Card
1270,2025-11-30,AMAZON MKTPLACE,-50.5,Checking
1271,2025-03-02,WALMART GROCERY,-95.4,Credit Card
1272,2025-04-15,NETFLIX.COM,-56.68,Credit Card
1273,2025-09-06,DUNKIN DONUTS STORE 44,-45.74,Credit Card
1274,2025-09-16,AMAZON MKTPLACE,-88.29,Credit Card
1275,2025-05-28,APARTMENT RENT,-50.9,Checking
1276,2025-08-12,NETFLIX.COM,-20.98,Checking
1277,2025-05-17,STARBUCKS COFFEE #123,-87.43,Checking
1278,2025-04-02,STARBUCKS COFFEE #123,-45.83,Checking
1279,2025-12-20,WALMART GROCERY,-49.14,Checking
1280,2025-09-02,SALARY DEPOSIT,-70.78,Checking
1281,2025-06-17,SALARY DEPOSIT,-92.59,Credit Card
1282,2025-08-25,STARBUCKS COFFEE #123,-57.13,Checking
1283,2025-04-08,SALARY DEPOSIT,-9.27,Credit Card
1284,2025-04-06,SALARY DEPOSIT,-28.01,Credit Card
1285,2025-05-21,SALARY DEPOSIT,-65.02,Checking
1286,2025-12-16,SALARY DEPOSIT,-23.93,Credit Card
1287,2025-01-29,AMAZON MKTPLACE,-85.79,Checking
1288,2025-12-17,WALMART GROCERY,-44.18,Credit Card
1289,2025-08-18,APARTMENT RENT,-78.43,Checking
1290,2025-04-20,SALARY DEPOSIT,-13.71,Credit Card
1291,2025-01-13,NETFLIX.COM,-89.68,Credit Card
1292,2025-05-09,STARBUCKS COFFEE #123,-35.63,Checking
1293,2025-01-19,AMAZON MKTPLACE,-80.6,Credit Card
1294,2025-01-05,STARBUCKS COFFEE #123,-80.9,Credit Card
1295,2025-11-06,STARBUCKS COFFEE #123,-57.18,Credit Card
1296,2025-07-24,NETFLIX.COM,-87.79,Credit Card
1297,2025-07-19,DUNKIN DONUTS STORE 44,-65.1,Checking
1298,2025-01-31,NETFLIX.COM,-97.03,Credit Card
1299,2025-12-23,STARBUCKS COFFEE #123,-91.87,Credit Card
1300,2025-08-05,APARTMENT RENT,-18.43,Credit Card
1301,2025-10-08,WALMART GROCERY,-90.5,Credit Card
1302,2025-12-07,SALARY DEPOSIT,-77.12,Credit Card
1303,2025-03-15,APARTMENT RENT,-90.48,Credit Card
1304,2025-09-16,WALMART GROCERY,-86.31,Checking
1305,2025-04-04,WALMART GROCERY,-23.33,Checking
1306,2025-05-30,STARBUCKS COFFEE #123,-6.57,Checking
1307,2025-10-12,NETFLIX.COM,-47.48,Checking
1308,2025-12-03,STARBUCKS COFFEE #123,-70.37,Checking
1309,2025-11-19,AMAZON MKTPLACE,-26.02,Credit Card
1310,2025-05-27,AMAZON MKTPLACE,-8.75,Checking
1311,2025-05-18,AMAZON MKTPLACE,-66.79,Checking
1312,2025-11-14,SALARY DEPOSIT,-72.25,Credit Card
1313,2025-06-24,APARTMENT RENT,-60.66,Checking
1314,2025-08-11,STARBUCKS COFFEE #123,-72.57,Credit Card
1315,2025-07-24,SALARY DEPOSIT,-41.21,Credit Card
1316,2025-05-28,AMAZON MKTPLACE,-46.87,Checking
1317,2025-09-14,WALMART GROCERY,-13.19,Credit Card
1318,2025-07-21,NETFLIX.COM,-8.95,Credit Card
1319,2025-07-13,APARTMENT RENT,-39.36,Credit Card
